show_id,type,title,director,cast,country,date_added,release_year,rating,duration,genre,studio
s582,Movie,Mortal Kombat,Paul W.S. Anderson,"Christophe Lambert, Robin Shou, Linden Ashby, Cary-Hiroyuki Tagawa, Bridgette Wilson-Sampras, Talisa Soto, Trevor Goddard, Chris Casamassa, FranÃ§ois Petit, Keith Cooke",United States,1-Jul-21,1995,PG-13,101 min,"Action & Adventure, Sci-Fi & Fantasy",New Line Cinema
s583,Movie,Mother's Day,Garry Marshall,"Jennifer Aniston, Kate Hudson, Julia Roberts, Jason Sudeikis, Britt Robertson, Timothy Olyphant, Margo Martindale, Shay Mitchell, Jack Whitehall, Hector Elizondo, Jon Lovitz, Larry Miller, Cameron Esposito, Aasif Mandvi, Jennifer Garner, Sarah Chalke",United States,1-Jul-21,2016,PG-13,118 min,"Comedies, Dramas",Duty Productions
s584,Movie,No Strings Attached,Ivan Reitman,"Natalie Portman, Ashton Kutcher, Kevin Kline, Cary Elwes, Greta Gerwig, Lake Bell, Olivia Thirlby, Ludacris, Jake Johnson, Mindy Kaling, Talia Balsam","United States, United Kingdom",1-Jul-21,2011,R,109 min,"Comedies, Romantic Movies",Treehouse Films (I)
s586,Movie,Ophelia,Claire McCarthy,"Daisy Ridley, Naomi Watts, Clive Owen, George MacKay, Tom Felton, Devon Terrell, Dominic Mafham, Daisy Head","United Kingdom, United States",1-Jul-21,2018,PG-13,106 min,"Dramas, Romantic Movies",Covert Media
s590,Movie,Red Joan,Trevor Nunn,"Judi Dench, Sophie Cookson, Nina Sosanya, Tom Hughes, Tereza SrbovÃ¡, Stephen Campbell Moore, Ben Miles, Freddie Gaminara, Robin Soans, Kevin Fuller",United Kingdom,1-Jul-21,2019,R,101 min,"Dramas, International Movies",Trademark Films
s594,Movie,Snow Day,Chris Koch,"Chris Elliott, Mark Webber, Jean Smart, Schuyler Fisk, Iggy Pop, Pam Grier, John Schneider, Chevy Chase, Zena Grey, Josh Peck",United States,1-Jul-21,2000,PG,89 min,"Children & Family Movies, Comedies",MFF Feature Film Productions
s595,Movie,Star Trek,J.J. Abrams,"Chris Pine, Zachary Quinto, Karl Urban, Zoe Saldana, Simon Pegg, John Cho, Anton Yelchin, Eric Bana, Leonard Nimoy, Bruce Greenwood, Ben Cross, Winona Ryder","United States, Germany",1-Jul-21,2009,PG-13,128 min,"Action & Adventure, Sci-Fi & Fantasy",Paramount Pictures
s599,Movie,The American,Anton Corbijn,"George Clooney, Violante Placido, Thekla Reuten, Paolo Bonacelli, Johan Leysen, Irina BjÃ¶rklund, Filippo Timi, Anna Foglietta, BjÃ¶rn Granath","United States, United Kingdom",1-Jul-21,2010,R,105 min,"Dramas, Thrillers",Focus Features
s601,Movie,The Game,David Fincher,"Michael Douglas, Sean Penn, Deborah Kara Unger, James Rebhorn, Peter Donat, Carroll Baker, Anna Katarina, Armin Mueller-Stahl",United States,1-Jul-21,1997,R,129 min,Thrillers,Shooting Ranch
s605,Movie,The Life of David Gale,Alan Parker,"Kevin Spacey, Kate Winslet, Laura Linney, Gabriel Mann, Leon Rippy, Matt Craven, Rhona Mitra, Melissa McCarthy, Jim Beaver, Chris Warner","United Kingdom, Germany, Spain, United States",1-Jul-21,2003,R,130 min,Dramas,Universal Pictures
s607,Movie,The Queen,Stephen Frears,"Helen Mirren, Michael Sheen, James Cromwell, Helen McCrory, Alex Jennings, Roger Allam, Sylvia Syms, Mark Bazeley","United Kingdom, United States, France, Italy",1-Jul-21,2006,PG-13,103 min,"Dramas, International Movies",Farabi Cinema Foundation
s608,Movie,The Strangers,Bryan Bertino,"Liv Tyler, Scott Speedman, Gemma Ward, Kip Weeks, Laura Margolis, Glenn Howerton, Alex Fisher, Peter Clayton-Luce",United States,1-Jul-21,2008,R,85 min,"Horror Movies, Thrillers",Rogue Pictures
s610,Movie,The Tourist,Florian Henckel von Donnersmarck,"Angelina Jolie, Johnny Depp, Paul Bettany, Timothy Dalton, Steven Berkoff, Rufus Sewell, Christian De Sica, Alessio Boni, Daniele Pecci, Giovanni Guidelli","United States, France, Italy, United Kingdom",1-Jul-21,2010,PG-13,103 min,"Action & Adventure, Romantic Movies",GK Films
s611,Movie,Underworld,Len Wiseman,"Kate Beckinsale, Scott Speedman, Michael Sheen, Shane Brolly, Bill Nighy, Erwin Leder, Sophia Myles, Robbie Gee, Wentworth Miller, Kevin Grevioux","United States, United Kingdom, Germany, Hungary",1-Jul-21,2003,R,121 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",Limehouse Productions
s623,Movie,Lying and Stealing,Matt Aselton,"Theo James, Emily Ratajkowski, Fred Melamed, Ebon Moss-Bachrach, Isiah Whitlock Jr., Evan Handler, Paul Jurewicz, John Gatins, Fernanda Andrade, Bob Stephenson",United States,30-Jun-21,2019,R,100 min,Thrillers,50 Degrees Entertainment
s644,Movie,The Seventh Day,Justin P. Lange,"Guy Pearce, Vadhir Derbez, Stephen Lang, Brady Jenness, Chris Galust, Robin Bartlett, Heath Freeman, Keith David",United States,24-Jun-21,2021,R,87 min,Horror Movies,Inspiration Pictures
s651,Movie,O Vendedor de Sonhos,Jayme Monjardim,"CÃ©sar Troncoso, Dan Stulbach, Thiago MendonÃ§a, Leonardo Medeiros",Brazil,22-Jun-21,2016,TV-14,96 min,"Dramas, International Movies",Filmland International
s657,Movie,Love Is a Story,Cristina Jacob,"Raluca Aprodu, DragoÈ™ Bucur, Ducu Darie",Romania,21-Jun-21,2015,TV-MA,105 min,"International Movies, Music & Musicals, Romantic Movies",Media Pro Entertainment
s709,Movie,Lowriders,Ricardo de Montreuil,"DemiÃ¡n Bichir, Gabriel Chavarria, Theo Rossi, Melissa Benoist, Tony Revolori, Eva Longoria, Yvette Monreal, Cress Williams",United States,16-Jun-21,2016,PG-13,98 min,"Dramas, Independent Movies",Blumhouse Productions
s712,Movie,Security,Peter Chelsom,"Marco D'Amore, Maya Sansa, Silvio Muccino, Valeria Bilello, Ludovica Martino, Giulio Pranno, Tommaso Ragno, Beatrice GrannÃ², Antonio Zavatteri, Anna Della Rosa, Fabrizio Bentivoglio",Italy,16-Jun-21,2021,TV-MA,119 min,"Dramas, International Movies, Thrillers",Millennium Films
s742,Movie,Blind Intersections,Lara Saba,"Alaa Hammoud, Ghida Nouri, Carole Hajj, Chadi Haddad, Leila Hakim, Charbel Ziade, Nibal Arakji, Caroline Hatem, Josyane Boulos, Mario Bassil","Lebanon, United Arab Emirates",10-Jun-21,2012,TV-MA,91 min,"Dramas, International Movies",Dubai Media and Entertainment Organisation in association with Dubai Film Market (Enjaaz)
s744,Movie,Copenhagen,Mark Raso,"Gethin Anthony, Frederikke Dahl Hansen, Sebastian Armesto, Olivia Grant, Baard Owe, Mille Dinesen, Martin HestbÃ¦k, Tamzin Merchant","Canada, United States, Denmark",10-Jun-21,2014,TV-MA,99 min,"Dramas, Independent Movies, Romantic Movies",Fidelio
s746,Movie,Until Midnight,Tariq Alkazim,"Ahmad Khamis Ali, Chuka Ekweogwu, Heba Al Hamwi, Rik Aby, Merouane Ali, Khalid Al Suwaidi, Saeed Arjumand",United Arab Emirates,10-Jun-21,2019,TV-14,77 min,"International Movies, Thrillers",Madwriter Production
s753,Movie,Vampire Academy,Mark Waters,"Zoey Deutch, Lucy Fry, Danila Kozlovsky, Gabriel Byrne, Dominic Sherwood, Sarah Hyland, Sami Gayle","United States, United Kingdom",7-Jun-21,2014,PG-13,104 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy",Angry Films
s755,Movie,A Private War,Matthew Heineman,"Rosamund Pike, Jamie Dornan, Tom Hollander, Stanley Tucci, Nikki Amuka-Bird, Faye Marsay, Greg Wise, Corey Johnson, Raad Rawi, Jesuthasan Antonythasan","United Kingdom, United States",5-Jun-21,2018,R,110 min,"Dramas, Independent Movies",Acacia Filmed Entertainment
s776,Movie,A Perfect Ending,Nicole Conn,"Barbara Niven, Jessica Clark, John Heard, Morgan Fairchild, Kerry Knuppe, Imelda Corcoran, Mary Jane Wells, Rebecca Staab, Michael Adam Hamilton, Bryan Jackson, Bryan Mordechai Jackson",United States,2-Jun-21,2012,TV-MA,110 min,"Dramas, Independent Movies, LGBTQ Movies",Soul Kiss Films
s778,Movie,And Then Came Lola,"Ellen Seidler, Megan Siler","Ashleigh Sumner, Jill Bennett, Cathy DeBuono, Jessica Graham, Angelyna Martinez, Candy Tolentino, Linda Ignazi, Jenoa Harlow, Lisa Dewey, Kathy Domenici",United States,2-Jun-21,2009,TV-MA,70 min,"Comedies, Independent Movies, LGBTQ Movies",Fast Girl Films
s783,Movie,Bliss,Lance Young,"Craig Sheffer, Sheryl Lee, Terence Stamp, Casey Siemaszko, Spalding Gray, Lois Chiles, Blu Mankuma, Ken Camroux-Taylor, Eli Gabay, Molly Parker","Canada, United States",2-Jun-21,1997,R,103 min,"Dramas, Romantic Movies",Window III Productions
s785,Movie,Cloudburst,Thom Fitzgerald,"Olympia Dukakis, Ryan Doucette, Brenda Fricker, Kristin Booth, Michael McPhee, John Dunsworth, Jeremy Akerman, Mary-Colin Chisholm, Kevin Kincaid","United States, Canada",2-Jun-21,2011,TV-MA,93 min,"Comedies, Dramas, Independent Movies",Hammer Films
s793,Movie,Flipped,Rob Reiner,"Madeline Carroll, Callan McAuliffe, Rebecca De Mornay, Anthony Edwards, John Mahoney, Penelope Ann Miller, Aidan Quinn, Kevin Weisman, Morgan Lily, Ryan Ketzner",United States,2-Jun-21,2010,PG,90 min,"Comedies, Dramas, Romantic Movies",Bluelawn Entertainment
s799,Movie,Love Jones,Theodore Witcher,"Larenz Tate, Nia Long, Isaiah Washington, Lisa Nicole Carson, Bill Bellamy, Leonard Roberts, Bernadette L. Clarke, Khalil Kain",United States,2-Jun-21,1997,R,109 min,"Comedies, Dramas, Independent Movies",Addis Wechsler Pictures
s800,Movie,Million Dollar Baby,Clint Eastwood,"Clint Eastwood, Hilary Swank, Morgan Freeman, Anthony Mackie, Jay Baruchel, Mike Colter, Lucia Rijker, BrÃ­an F. O'Byrne, Margo Martindale, Riki Lindhome",United States,2-Jun-21,2004,PG-13,133 min,"Dramas, Sports Movies",Warner Bros.
s801,Movie,Mosquita y Mari,Aurora Guerrero,"Fenessa Pineda, Venecia Troncoso, JoaquÃ­n Garrido, Laura Patalano, Dulce Maria Solis, Marisela Uscanga, Melissa Uscanga, Omar Leyva, Tonita Castro, Paul Alayo",United States,2-Jun-21,2012,TV-14,85 min,"Dramas, Independent Movies, LGBTQ Movies",Indion Entertainment Group
s803,Movie,Ninja Assassin,James McTeigue,"Rain, Naomie Harris, Ben Miles, Rick Yune, ShÃ´ Kosugi, Sung Kang, Richard van Weyden, Thorston Manderlay, Wladimir Tarasjanz, Eleonore Weisgerber","Germany, United States, France",2-Jun-21,2009,R,99 min,Action & Adventure,Warner Bros.
s810,Movie,Starsky & Hutch,Todd Phillips,"Ben Stiller, Owen Wilson, Vince Vaughn, Juliette Lewis, Snoop Dogg, Fred Williamson, Jason Bateman, Amy Smart, Carmen Electra, George Cheung",United States,2-Jun-21,2004,PG-13,101 min,"Action & Adventure, Comedies",Dimension Films
s815,Movie,The Four Seasons,Alan Alda,"Alan Alda, Carol Burnett, Len Cariou, Sandy Dennis, Rita Moreno, Jack Weston, Bess Armstrong, Elizabeth Alda, Beatrice Alda",United States,2-Jun-21,1981,PG,108 min,"Comedies, Romantic Movies",Universal Pictures
s817,Movie,The Interpreter,Sydney Pollack,"Nicole Kidman, Sean Penn, Catherine Keener, Jesper Christensen, Yvan Attal, Earl Cameron, George Harris, Michael Wright, Clyde Kusatsu, Eric Keenleyside, Hugo Speer","United Kingdom, France, Germany, United States",2-Jun-21,2005,PG-13,128 min,Thrillers,Universal Pictures
s818,Movie,The Meddler,Lorene Scafaria,"Susan Sarandon, Rose Byrne, J.K. Simmons, Cecily Strong, Jerrod Carmichael, Michael McKean, Jason Ritter, Billy Magnussen, Lucy Punch, Sarah Baker",United States,2-Jun-21,2015,PG-13,104 min,"Comedies, Dramas, Independent Movies",Anonymous Content
s822,Movie,The Wedding Guest,Michael Winterbottom,"Dev Patel, Radhika Apte, Jim Sarbh",United Kingdom,2-Jun-21,2018,R,97 min,"Dramas, Romantic Movies, Thrillers",Chisel Films
s823,Movie,The Wind,Emma Tammi,"Caitlin Gerard, Julia Goldani Telles, Ashley Zukerman, Miles Anderson, Dylan McTee",United States,2-Jun-21,2019,R,88 min,Horror Movies,Mean Time Productions
s825,Movie,Welcome Home,George Ratliff,"Aaron Paul, Emily Ratajkowski, Riccardo Scamarcio, Katy Louise Saunders, Alice Bellagamba",United States,2-Jun-21,2018,R,97 min,Thrillers,AMBI Group
s829,Movie,Collateral Beauty,David Frankel,"Will Smith, Edward Norton, Kate Winslet, Michael PeÃ±a, Helen Mirren, Naomie Harris, Keira Knightley, Jacob Latimore, Ann Dowd, Liza ColÃ³n-Zayas",United States,28-May-21,2016,PG-13,97 min,Dramas,New Line Cinema
s847,Movie,Home,Tim Johnson,"Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez, Matt Jones, Brian Stepanek, April Lawrence",United States,25-May-21,2015,PG,94 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",Brooklyn Schoolyard LLC
s860,Movie,Asmaa,Amr Salama,"Hend Sabry, Maged El-Kidwani, Hany Adel, Sayed Rajab, Ahmed Kamal, Boutros Ghaly, Laila Ezz El Arab, Samia Asaad, Fatmah Adel, Mohamad Yones, Mohamed Abd El Azim",Egypt,20-May-21,2011,TV-14,92 min,"Dramas, International Movies",Film-Clinic
s866,Movie,Sabotage,David Ayer,"Arnold Schwarzenegger, Sam Worthington, Olivia Williams, Terrence Howard, Joe Manganiello, Josh Holloway, Mireille Enos, Harold Perrineau, Martin Donovan, Max Martini, Mark Schlegel, Kevin Vance",United States,19-May-21,2014,R,109 min,"Action & Adventure, Dramas",Applecreek Communications Inc.
s867,Movie,Small Town Crime,"Eshom Nelms, Ian Nelms","John Hawkes, Anthony Anderson, Octavia Spencer, Robert Forster, Clifton Collins Jr., Jeremy Ratchford, James Lafferty, Michael Vartan, Daniel Sunjata, Don Harvey, Stefanie Scott, Caity Lotz, Dale Dickey",United States,19-May-21,2017,R,92 min,Thrillers,6 Foot Films
s883,Movie,Jungle Beat: The Movie,Brent Dawes,"Ed Kear, David Menkin, Ina Marie Smith, John Guerrasio, David Rintoul, Gavin Peter, Lucy Montgomery, Florrie Wilkinson, Adam Neill, Jason Pennycooke",Mauritius,14-May-21,2021,TV-Y7,90 min,"Children & Family Movies, Comedies",Sandcastle Studios
s893,Movie,Tottaa Pataaka Item Maal,Aditya Kripalani,"Shalini Vatsa, Chitrangada Chakraborty, Vinay Sharma, Sonal Joshi, Kritika Pande",India,13-May-21,2018,TV-MA,107 min,"Dramas, Independent Movies, International Movies",Mumba Devi Motion Pictures
s896,Movie,Oxygen,Alexandre Aja,"MÃ©lanie Laurent, Mathieu Amalric, Malik Zidi","France, United States",12-May-21,2021,TV-14,102 min,"Dramas, International Movies, Thrillers",Abandon Pictures
s911,Movie,Monster,Anthony Mandler,"Kelvin Harrison Jr., Jennifer Hudson, Jeffrey Wright, Jennifer Ehle, Tim Blake Nelson, Nasir 'Nas' Jones, Rakim Mayers, Paul Ben-Victor, John David Washington, Jharrel Jerome, Dorian Missick",United States,7-May-21,2021,TV-MA,99 min,Dramas,Academy International
s915,Movie,Unrest,Jennifer Brea,"Jennifer Brea, Omar Wasow, Jessica Taylor-Bearman","United Kingdom, United States",7-May-21,2017,TV-MA,97 min,Documentaries,Asgaard Entertainment
s923,Movie,The Clovehitch Killer,Duncan Skiles,"Dylan McDermott, Charlie Plummer, Samantha Mathis, Madisen Beaty, Brenna Sherman, Lance Chantiles-Wertz, Emma Jones, Jonathan Riggs",United States,4-May-21,2018,TV-MA,109 min,"Dramas, Independent Movies, Thrillers",End Cue
s933,Movie,Green Zone,Paul Greengrass,"Matt Damon, Greg Kinnear, Brendan Gleeson, Amy Ryan, Khalid Abdalla, Jason Isaacs, Said Faraj, Michael O'Neill, Igal Naor, Raad Rawi","United Kingdom, France, Spain, United States",1-May-21,2010,R,115 min,Action & Adventure,Universal Pictures
s943,Movie,Mystic River,Clint Eastwood,"Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne, Marcia Gay Harden, Laura Linney, Kevin Chapman, Tom Guiry, Emmy Rossum, Spencer Treat Clark","United States, Australia",1-May-21,2003,R,138 min,"Dramas, Thrillers",Warner Bros.
s947,Movie,Stargate,Roland Emmerich,"Kurt Russell, James Spader, Jaye Davidson, Viveca Lindfors, Alexis Cruz, Mili Avital, Leon Rippy, John Diehl, Carlos Lauchu, Djimon Hounsou","United States, France",1-May-21,1994,PG-13,121 min,"Action & Adventure, Sci-Fi & Fantasy",Canal+
s948,Movie,State of Play,Kevin Macdonald,"Russell Crowe, Ben Affleck, Rachel McAdams, Helen Mirren, Robin Wright, Jason Bateman, Jeff Daniels, Michael Berresse, Harry Lennix","United States, United Kingdom, France",1-May-21,2009,PG-13,127 min,"Dramas, Thrillers",Universal Pictures
s949,Movie,Swiped,Ann Deborah Fishman,"Kendall Ryan Sanders, Noah Centineo, Nathan Gamble, Kristen Johnston, Leigh-Allyn Baker, Christian Hutcherson, Shelby Wulfert, Steve Daron, Kalani Hilliker, Maddy Curley, George Hamilton",United States,1-May-21,2018,TV-14,94 min,Comedies,Liberty Productions dba Night Dove Pictures
s963,Movie,The Strangers: Prey at Night,Johannes Roberts,"Bailee Madison, Martin Henderson, Emma Bellomy, Lea Enslin, Damian Maffei, Christina Hendricks, Lewis Pullman","United States, United Kingdom",30-Apr-21,2018,R,85 min,Horror Movies,Aviron Pictures
s972,Movie,Between Worlds,Maria Pulera,"Nicolas Cage, Franka Potente, Penelope Mitchell, Garrett Clayton, Lydia Hearst, Hopper Penn",Spain,27-Apr-21,2018,R,91 min,Thrillers,Rise Up
s974,Movie,One,Santhosh Viswanath,"Mammootty, Joju George, Murali Gopy, Mathew Thomas, Nimisha Sajayan, Salim Kumar, Gayathri Arun, Ishaani Krishna",India,27-Apr-21,2020,TV-PG,149 min,"Dramas, International Movies",3 Ring Circus Films
s979,Movie,Deliha,Hakan AlgÃ¼l,"Gupse Ã–zay, BarÄ±ÅŸ ArduÃ§, Cihan Ercan",Turkey,23-Apr-21,2014,TV-MA,102 min,"Comedies, International Movies, Romantic Movies",Besiktas KÃ¼ltÃ¼r Merkezi (BKM)
s985,Movie,Kara Bela,Burak Aksak,"Cengiz Bozkurt, Seda Bakan, Erkan KolÃ§ak KÃ¶stendil, Cihan Ercan, Berat Yenilmez, Ä°ÅŸtar GÃ¶kseven, Erdal Tosun, TarÄ±k ÃœnlÃ¼oÄŸlu",Turkey,23-Apr-21,2015,TV-MA,101 min,"Comedies, International Movies",Besiktas KÃ¼ltÃ¼r Merkezi (BKM)
s1017,Movie,Delhi Belly,Abhinay Deo,"Imran Khan, Vir Das, Kunaal Roy Kapur, Poorna Jagannathan, Shenaz Treasury, Vijay Raaz, Paresh Ganatra, Rahul Singh",India,17-Apr-21,2011,TV-MA,101 min,"Action & Adventure, Comedies, International Movies",Aamir Khan Productions
s1018,Movie,Dhobi Ghat (Mumbai Diaries),Kiran Rao,"Aamir Khan, Monica Dogra, Kriti Malhotra, Prateik Babbar, Aasha Pawar, Jyoti Pawar, Norma Lobo, Kitu Gidwani, Danish Husain, Jehan Manekshaw",India,17-Apr-21,2010,TV-MA,102 min,"Dramas, International Movies",Aamir Khan Productions
s1019,Movie,Jaane Tu... Ya Jaane Na,Abbas Tyrewala,"Imran Khan, Genelia D'Souza, Manjari Fadnis, Ayaz Khan, Prateik Babbar, Ratna Pathak Shah, Arbaaz Khan, Sohail Khan",India,17-Apr-21,2008,TV-14,147 min,"Comedies, International Movies, Music & Musicals",Aamir Khan Productions
s1028,Movie,Crimson Peak,Guillermo del Toro,"Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam, Jim Beaver, Burn Gorman, Leslie Hope, Doug Jones, Jonathan Hyde, Bruce Gray","Canada, United States, Mexico",16-Apr-21,2015,R,119 min,"Horror Movies, Romantic Movies, Sci-Fi & Fantasy",Double Dare You (DDY)
s1034,Movie,Rush,Ron Howard,"Chris Hemsworth, Daniel BrÃ¼hl, Olivia Wilde, Alexandra Maria Lara, Pierfrancesco Favino, David Calder, Natalie Dormer, Stephen Mangan, Christian McKay, Alistair Petrie","United Kingdom, Germany, United States",16-Apr-21,2013,R,123 min,"Action & Adventure, Dramas, International Movies",Biro Cinematografica
s1035,Movie,Synchronic,"Justin Benson, Aaron Moorhead","Anthony Mackie, Jamie Dornan, Katie Aselton, Ally Ioannides, Ramiz Monsef, Bill Oberst Jr.",United States,16-Apr-21,2020,R,102 min,Thrillers,Patriot Pictures
s1037,Movie,Time Trap,"Mark Dennis, Ben Foster","Andrew Wilson, Cassidy Gifford, Brianne Howey, Reiley McClendon, Olivia Draguicevich, Max Wright, Hans Marrero, Rich Skidmore, Chris Sturgeon, Gopal Bidari",United States,16-Apr-21,2017,TV-14,88 min,"Action & Adventure, Sci-Fi & Fantasy",Pad Thai Pictures
s1051,Movie,Ride or Die,Ryuichi Hiroki,"Kiko Mizuhara, Honami Sato, Yoko Maki, Anne Suzuki, Tetsushi Tanaka, Sara Minami, Yui Uemura, Shinya Niiro, Shunsuke Tanaka, Setsuko Karasuma",Japan,15-Apr-21,2021,TV-MA,143 min,"Dramas, International Movies, LGBTQ Movies",Warning Films Inc.
s1053,Movie,The Master,Paul Thomas Anderson,"Joaquin Phoenix, Philip Seymour Hoffman, Amy Adams, Laura Dern, Kevin J. O'Connor, Jesse Plemons, Rami Malek, Christopher Evan Welch, Madisen Beaty, Ambyr Childers, Price Carson",United States,15-Apr-21,2012,R,137 min,"Dramas, Independent Movies",The Weinstein Company
s1056,Movie,Zoot Suit,Luis Valdez,"Daniel Valdez, Edward James Olmos, Charles Aidman, Tyne Daly, John Anderson, Abel Franco, Mike Gomez, Francis X. McCarthy, Alma MartÃ­nez, Lupe Ontiveros, Tony Plana",United States,15-Apr-21,1981,R,103 min,"Cult Movies, Dramas, Music & Musicals",Universal Pictures
s1084,Movie,The Stand-In,Jamie Babbit,"Drew Barrymore, Michael Zegen, T.J. Miller, Holland Taylor, Ellie Kemper, Andrew Rannells, Michelle Buteau",United States,10-Apr-21,2020,R,102 min,Comedies,Good To Be Seen Films
s1111,Movie,Madame Claude,Sylvie Verheyde,"Karole Rocher, Garance Marillier, Roschdy Zem, Pierre Deladonchamps, Liah O'Prey, Paul Hamy, MylÃ¨ne JampanoÃ¯, Hafsia Herzi, Regina Anikiy, Annabelle Belmondo, JosÃ©phine de La Baume",France,2-Apr-21,2021,TV-MA,113 min,"Dramas, International Movies",OrphÃ©e Arts
